study_id,site_id,crop,biome_num,management,sampling_year,log_vr_large,log_vr_small,plot_id,log_vr_total
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_10,Prunus avium,4,0,2019,-3.40119738166216,-2.3025850929940455,Plot_2854,-2.0794415416798357
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_11,Prunus avium,4,0,2019,-4.0943445622221,-2.222542385320509,Plot_2855,-2.1484344131667874
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_12,Prunus avium,4,0,2019,-4.78749174278205,-0.8754687373538999,Plot_2856,-0.8754687373538999
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_13,Prunus avium,4,0,2019,-2.07944154167984,-0.8556661100577202,Plot_2857,-0.6131044728864089
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_14,Prunus avium,4,0,2019,-4.0943445622221,-2.222542385320509,Plot_2858,-2.1484344131667874
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_15,Prunus avium,4,0,2019,-3.40119738166216,-3.6888794541139363,Plot_2859,-2.995732273553991
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_16,Prunus avium,4,0,2019,-2.84158159372673,-2.0794415416798357,Plot_2860,-1.742969305058623
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_2,Prunus avium,4,0,2019,-2.99573227355399,-2.70805020110221,Plot_2846,-2.222542385320509
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_3,Prunus avium,4,0,2019,-2.30258509299405,-1.420195912795572,Plot_2847,-1.0986122886681098
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_4,Prunus avium,4,0,2019,-1.74296930505862,-2.4849066497880004,Plot_2848,-1.3862943611198906
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_5,Prunus avium,4,0,2019,-3.40119738166216,-2.3025850929940455,Plot_2849,-2.0794415416798357
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_6,Prunus avium,4,0,2019,-4.0943445622221,-0.3930425881096072,Plot_2850,-0.38077249551779285
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_7,Prunus avium,4,0,2019,-4.0943445622221,-3.1780538303479458,Plot_2851,-2.995732273553991
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_8,Prunus avium,4,0,2019,-3.68887945411394,-2.995732273553991,Plot_2852,-2.70805020110221
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_9,Prunus avium,4,0,2019,-3.17805383034795,-3.6888794541139363,Plot_2853,-2.841581593726733
Betina_Blochtein_Brassica_napus_Brazil_2011,L 1 Snitowski,Brassica napus,1,0,2011,-5.59842195899838,-3.8066624897703196,Plot_170,-3.8066624897703196
Betina_Blochtein_Brassica_napus_Brazil_2011,L 6 Sr. Donadel,Brassica napus,1,0,2011,-5.59842195899838,-3.6525118099430616,Plot_175,-3.6525118099430616
Betina_Blochtein_Brassica_napus_Brazil_2011,L2 Snitowski,Brassica napus,1,0,2011,-5.59842195899838,-3.1135153092103742,Plot_171,-3.1135153092103742
Betina_Blochtein_Brassica_napus_Brazil_2011,L3 Karlec,Brassica napus,1,0,2011,-4.90527477843843,-3.1135153092103742,Plot_172,-3.033472601536838
Betina_Blochtein_Brassica_napus_Brazil_2011,L4 Rupp,Brassica napus,7,0,2011,-5.59842195899838,-2.2662174488231708,Plot_173,-2.2662174488231708
Betina_Blochtein_Brassica_napus_Brazil_2011,L5 Sr. Rupp,Brassica napus,7,0,2011,-5.59842195899838,-4.212127597878484,Plot_174,-4.212127597878484
Bryony_Willcox_Macadamia_integrifolia_Australia_2016,mac_3,Macadamia integrifolia,4,0,2016,-4.9416424226093,-4.941642422609305,Plot_254,-4.941642422609305
Bryony_Willcox_Macadamia_integrifolia_Australia_2016,mac_5,Macadamia integrifolia,4,0,2016,-4.9416424226093,-4.941642422609305,Plot_255,-4.941642422609305
Bryony_Willcox_Mangifera_indica_Australia_2016,mango10,Mangifera indica,7,0,2016,-5.48063892334199,-3.1780538303479458,Plot_237,-3.1780538303479458
Bryony_Willcox_Mangifera_indica_Australia_2016,mango2,Mangifera indica,7,0,2016,-5.19295685089021,-3.1135153092103742,Plot_229,-3.1135153092103742
Bryony_Willcox_Mangifera_indica_Australia_2016,mango3,Mangifera indica,7,0,2016,-5.39362754635236,-3.784189633918261,Plot_230,-3.784189633918261
Bryony_Willcox_Mangifera_indica_Australia_2016,mango4,Mangifera indica,7,0,2016,-5.29831736654804,-1.1239300966523995,Plot_231,-1.1239300966523995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango5,Mangifera indica,7,0,2016,-5.07517381523383,-1.1239300966523995,Plot_232,-1.1239300966523995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango6,Mangifera indica,7,0,2016,-5.88610403145016,-4.787491742782046,Plot_233,-4.787491742782046
Bryony_Willcox_Mangifera_indica_Australia_2016,mango7,Mangifera indica,1,0,2016,-5.19295685089021,-4.499809670330265,Plot_234,-4.499809670330265
Bryony_Willcox_Mangifera_indica_Australia_2016,mango8,Mangifera indica,7,0,2016,-5.48063892334199,-0.5461649902112995,Plot_235,-0.5461649902112995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango9,Mangifera indica,7,0,2016,-5.39362754635236,0.27625337662815813,Plot_236,0.27625337662815813
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_1,Mangifera indica,4,0,2016,-4.9416424226093,-2.2335922215070942,Plot_256,-2.2335922215070942
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_2,Mangifera indica,4,0,2016,-5.07517381523383,-1.8562979903656263,Plot_257,-1.8562979903656263
Bryony_Willcox_Mangifera_indica_Australia_2017,man_1,Mangifera indica,4,0,2017,-5.07517381523383,-3.4657359027997265,Plot_263,-3.4657359027997265
Bryony_Willcox_Mangifera_indica_Australia_2017,man_2,Mangifera indica,4,0,2017,-5.76832099579377,-3.283414346005772,Plot_264,-3.283414346005772
Bryony_Willcox_Persea_americana_Australia_2015,avo_1,Persea americana,4,0,2015,-5.19295685089021,-4.0943445622221,Plot_238,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2015,avo_10,Persea americana,12,0,2015,-4.78749174278205,-4.787491742782046,Plot_239,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_11,Persea americana,8,0,2015,-4.0943445622221,-4.0943445622221,Plot_240,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2015,avo_12,Persea americana,8,0,2015,-4.78749174278205,-4.787491742782046,Plot_241,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_2,Persea americana,4,0,2015,-4.78749174278205,-4.787491742782046,Plot_242,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_3,Persea americana,4,0,2015,-4.78749174278205,-3.6888794541139363,Plot_243,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2015,avo_5,Persea americana,4,0,2015,-4.78749174278205,-2.0149030205422647,Plot_244,-2.0149030205422647
Bryony_Willcox_Persea_americana_Australia_2015,avo_6,Persea americana,4,0,2015,-4.78749174278205,-0.6766178786087348,Plot_245,-0.6766178786087348
Bryony_Willcox_Persea_americana_Australia_2015,avo_7,Persea americana,4,0,2015,-4.78749174278205,-4.787491742782046,Plot_246,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_8,Persea americana,8,0,2015,-3.68887945411394,-3.6888794541139363,Plot_247,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2015,avo_9,Persea americana,8,0,2015,-4.78749174278205,-4.0943445622221,Plot_248,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2016,avo_1,Persea americana,4,0,2016,-4.9416424226093,-2.456735772821304,Plot_249,-2.456735772821304
Bryony_Willcox_Persea_americana_Australia_2016,avo_2,Persea americana,4,0,2016,-5.07517381523383,-0.564314308716977,Plot_250,-0.564314308716977
Bryony_Willcox_Persea_americana_Australia_2016,avo_3,Persea americana,4,0,2016,-5.07517381523383,-3.9765615265657175,Plot_251,-3.9765615265657175
Bryony_Willcox_Persea_americana_Australia_2016,avo_5,Persea americana,4,0,2016,-4.38202663467388,-2.995732273553991,Plot_252,-2.995732273553991
Bryony_Willcox_Persea_americana_Australia_2016,avo_6,Persea americana,4,0,2016,-5.07517381523383,0.6646190969454072,Plot_253,0.6646190969454072
Bryony_Willcox_Persea_americana_Australia_2017,avo_1,Persea americana,4,0,2017,-5.19295685089021,-3.1135153092103742,Plot_258,-3.1135153092103742
Bryony_Willcox_Persea_americana_Australia_2017,avo_2,Persea americana,4,0,2017,-5.19295685089021,-1.241713132308783,Plot_259,-1.241713132308783
Bryony_Willcox_Persea_americana_Australia_2017,avo_3,Persea americana,4,0,2017,-5.29831736654804,-3.6888794541139363,Plot_260,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2017,avo_5,Persea americana,4,0,2017,-5.07517381523383,-0.4023449807719208,Plot_261,-0.4023449807719208
Bryony_Willcox_Persea_americana_Australia_2017,avo_6,Persea americana,4,0,2017,-4.78749174278205,-0.40546510810816444,Plot_262,-0.40546510810816444
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,1,3,2017,-3.40119738166216,-2.3025850929940455,Plot_2875,-2.1019143975318944
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2881,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2882,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI2,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2889,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2883,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,1,0,2017,-4.49980967033027,-3.8066624897703196,Plot_2884,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,1,0,2017,-4.49980967033027,-2.890371757896165,Plot_2885,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI6,Vicia faba,1,0,2017,-4.49980967033027,-3.8066624897703196,Plot_2886,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,1,0,2017,-3.80666248977032,-2.1019143975318944,Plot_2876,-2.0149030205422647
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,10,0,2017,-3.40119738166216,-3.4011973816621555,Plot_2877,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,10,0,2017,-2.89037175789616,-4.499809670330265,Plot_2878,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q2,Vicia faba,10,0,2017,-4.49980967033027,-3.8066624897703196,Plot_2887,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q3,Vicia faba,10,0,2017,-4.49980967033027,-2.5538995212749516,Plot_2888,-2.5538995212749516
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,10,0,2017,-3.80666248977032,-4.499809670330265,Plot_2879,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,10,0,2017,-3.80666248977032,-4.499809670330265,Plot_2880,-3.8066624897703196
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2013,-1.6094379124341,-2.1484344131667874,Plot_285,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2013,-1.1239300966524,-1.8971199848858813,Plot_288,-0.7711087220296571
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2013,-0.265703165733006,-1.2039728043259361,Plot_294,0.04879016416943205
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2013,-0.771108722029657,-1.3375041969504586,Plot_297,-0.33897536683933144
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2013,-0.333144446528538,-0.7621400520468967,Plot_300,0.15415067982725836
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2013,-1.26113121816588,-1.529395204760564,Plot_303,-0.7270487322356266
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2013,-0.916290731874155,-0.6603573577369544,Plot_306,-0.10536051565782628
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2013,-1.08618976866955,-1.2039728043259361,Plot_309,-0.4700036292457356
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2013,-0.644357016390513,-0.10536051565782628,Plot_312,0.3364722366212129
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2013,-1.6094379124341,-2.1484344131667874,Plot_315,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2013,-1.29098418131557,-1.0498221244986778,Plot_318,-0.4902063365632549
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_15,Vaccinium corymbosum,4,3,2013,0.032789822822991,-1.2611312181658847,Plot_319,0.26236426446749106
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2014,-1.81707727721234,-1.9396795993046774,Plot_281,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2014,-1.57434659262283,-2.169053700369523,Plot_283,-1.157452788691043
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2014,-2.10842907855309,-1.445134861142824,Plot_286,-1.0498221244986778
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2014,-1.66073120682165,-2.120263536200091,Plot_289,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2014,-1.02165124753198,-1.9661128563728327,Plot_292,-0.7133498878774648
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2014,-1.1239300966524,-0.9480394301887354,Plot_295,-0.3477859965214863
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2014,-1.74296930505862,-1.4642559025896025,Plot_298,-0.916290731874155
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2014,-1.74296930505862,-1.1765738301378215,Plot_301,-0.7444404749474959
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2014,-1.51982575374441,-1.0147308046874075,Plot_304,-0.5533852381847867
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2014,-1.56861591791385,-0.916290731874155,Plot_307,-0.5108256237659907
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2014,-1.7227665977411,-1.3040562628829186,Plot_310,-0.8145080375642128
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2014,-1.79175946922805,-2.3895964699836756,Plot_313,-1.3862943611198906
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2014,-1.93967959930468,-1.2250262135237684,Plot_316,-0.8410673106365675
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2015,-2.20727491318972,-1.8325814637483102,Plot_282,-1.3470736479666092
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2015,-0.980829253011726,-2.184802057337662,Plot_284,-0.7444404749474959
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2015,-2.30258509299405,-1.3862943611198906,Plot_287,-1.0861897686695525
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2015,-1.6094379124341,-2.995732273553991,Plot_290,-1.491654876777717
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_05,Vaccinium corymbosum,4,3,2015,-1.38629436111989,-2.184802057337662,Plot_291,-1.0498221244986778
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2015,-1.01473080468741,-1.6739764335716716,Plot_293,-0.6208265189803193
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2015,-1.20397280432594,-1.1086626245216111,Plot_296,-0.4780358009429998
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2015,-1.16315080980568,-1.0498221244986778,Plot_299,-0.4307829160924542
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2015,-1.69644928942373,-1.6519975268528961,Plot_302,-1.0033021088637848
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2015,-1.10866262452161,-0.941608539858445,Plot_305,-0.342490308946776
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2015,-1.71479842809193,-1.2378743560016174,Plot_308,-0.7765287894989963
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2015,-0.980829253011726,-1.1239300966523995,Plot_311,-0.3930425881096072
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2015,-1.6094379124341,-2.3025850929940455,Plot_314,-1.2909841813155656
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2015,-2.484906649788,-0.916290731874155,Plot_317,-0.7621400520468967
Christof_Schuepp_Prunus_avium_Switzerland_2011,11,Prunus avium,4,2,2011,-4.49980967033027,-2.890371757896165,Plot_330,-2.890371757896165
Christof_Schuepp_Prunus_avium_Switzerland_2011,12,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_331,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,16,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_335,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,2,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_321,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,20,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_338,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,24,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_342,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,25,Prunus avium,4,2,2011,-4.49980967033027,-3.1135153092103742,Plot_343,-3.1135153092103742
Christof_Schuepp_Prunus_avium_Switzerland_2011,26,Prunus avium,4,2,2011,-4.49980967033027,-2.890371757896165,Plot_344,-2.890371757896165
Christof_Schuepp_Prunus_avium_Switzerland_2011,27,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_345,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,30,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_347,-3.8066624897703196
Christof_Schuepp_Prunus_avium_Switzerland_2011,9,Prunus avium,4,2,2011,-4.49980967033027,-3.8066624897703196,Plot_328,-3.8066624897703196
Claire_Kremen_Fragaria_ananassa_USA_2012,AR,Fragaria x ananassa,12,3,2012,-1.6519975268529,0.11778303565638346,Plot_348,0.26875406256626205
Claire_Kremen_Fragaria_ananassa_USA_2012,C,Fragaria x ananassa,12,3,2012,-1.6519975268529,-1.2611312181658847,Plot_349,-0.7621400520468967
Claire_Kremen_Fragaria_ananassa_USA_2012,CB,Fragaria x ananassa,12,3,2012,-2.22254238532051,-0.5389965007326869,Plot_350,-0.38077249551779285
Claire_Kremen_Fragaria_ananassa_USA_2012,DS,Fragaria x ananassa,12,3,2012,-4.78749174278205,-2.3025850929940455,Plot_351,-2.3025850929940455
Claire_Kremen_Fragaria_ananassa_USA_2012,F,Fragaria x ananassa,5,3,2012,-4.78749174278205,0.9994056385846617,Plot_352,0.9994056385846617
Claire_Kremen_Fragaria_ananassa_USA_2012,FE,Fragaria x ananassa,12,3,2012,-4.78749174278205,-2.0794415416798357,Plot_353,-2.0794415416798357
Claire_Kremen_Fragaria_ananassa_USA_2012,LE,Fragaria x ananassa,12,3,2012,-4.78749174278205,-0.4436863209283621,Plot_354,-0.4436863209283621
