study_id,site_id,crop,biome_num,management,sampling_year,log_vr_large,log_vr_small,plot_id,log_vr_total,global_regressor_V0
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_12,Prunus avium,4,0,2019,-4.78749174278205,-0.8754687373538999,Plot_2856,-0.8754687373538999,-1.3983705
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_13,Prunus avium,4,0,2019,-2.07944154167984,-0.8556661100577202,Plot_2857,-0.6131044728864089,-2.7548163
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_14,Prunus avium,4,0,2019,-4.0943445622221,-2.222542385320509,Plot_2858,-2.1484344131667874,-1.742768
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_15,Prunus avium,4,0,2019,-3.40119738166216,-3.688879454113936,Plot_2859,-2.995732273553991,-2.8636017
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_16,Prunus avium,4,0,2019,-2.84158159372673,-2.079441541679836,Plot_2860,-1.742969305058623,-2.4480753
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_2,Prunus avium,4,0,2019,-2.99573227355399,-2.70805020110221,Plot_2846,-2.222542385320509,-3.1223984
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_3,Prunus avium,4,0,2019,-2.30258509299405,-1.420195912795572,Plot_2847,-1.0986122886681098,-2.322976
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_4,Prunus avium,4,0,2019,-1.74296930505862,-2.4849066497880004,Plot_2848,-1.3862943611198906,-2.3660908
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_5,Prunus avium,4,0,2019,-3.40119738166216,-2.302585092994045,Plot_2849,-2.079441541679836,-2.5927122
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_6,Prunus avium,4,0,2019,-4.0943445622221,-0.3930425881096072,Plot_2850,-0.3807724955177928,-2.3980455
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_7,Prunus avium,4,0,2019,-4.0943445622221,-3.1780538303479458,Plot_2851,-2.995732273553991,-2.7865484
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_8,Prunus avium,4,0,2019,-3.68887945411394,-2.995732273553991,Plot_2852,-2.70805020110221,-2.1285207
Ariza_etal_sweetcherry_Belgium_2019,Ariza_etal_2019_9,Prunus avium,4,0,2019,-3.17805383034795,-3.688879454113936,Plot_2853,-2.841581593726733,-2.0920517
Betina_Blochtein_Brassica_napus_Brazil_2011,L 1 Snitowski,Brassica napus,1,0,2011,-5.59842195899838,-3.80666248977032,Plot_170,-3.80666248977032,-1.6321933
Betina_Blochtein_Brassica_napus_Brazil_2011,L 6 Sr. Donadel,Brassica napus,1,0,2011,-5.59842195899838,-3.6525118099430616,Plot_175,-3.6525118099430616,-1.5840516
Betina_Blochtein_Brassica_napus_Brazil_2011,L2 Snitowski,Brassica napus,1,0,2011,-5.59842195899838,-3.1135153092103742,Plot_171,-3.1135153092103742,-2.1183577
Betina_Blochtein_Brassica_napus_Brazil_2011,L3 Karlec,Brassica napus,1,0,2011,-4.90527477843843,-3.1135153092103742,Plot_172,-3.033472601536838,-2.047865
Betina_Blochtein_Brassica_napus_Brazil_2011,L4 Rupp,Brassica napus,7,0,2011,-5.59842195899838,-2.2662174488231708,Plot_173,-2.2662174488231708,-2.6806436
Betina_Blochtein_Brassica_napus_Brazil_2011,L5 Sr. Rupp,Brassica napus,7,0,2011,-5.59842195899838,-4.212127597878484,Plot_174,-4.212127597878484,-2.7422433
Bryony_Willcox_Macadamia_integrifolia_Australia_2016,mac_3,Macadamia integrifolia,4,0,2016,-4.9416424226093,-4.941642422609305,Plot_254,-4.941642422609305,-3.2849607
Bryony_Willcox_Macadamia_integrifolia_Australia_2016,mac_5,Macadamia integrifolia,4,0,2016,-4.9416424226093,-4.941642422609305,Plot_255,-4.941642422609305,-3.3576097
Bryony_Willcox_Mangifera_indica_Australia_2016,mango10,Mangifera indica,7,0,2016,-5.48063892334199,-3.1780538303479458,Plot_237,-3.1780538303479458,-2.8830373
Bryony_Willcox_Mangifera_indica_Australia_2016,mango2,Mangifera indica,7,0,2016,-5.19295685089021,-3.1135153092103742,Plot_229,-3.1135153092103742,-2.6927228
Bryony_Willcox_Mangifera_indica_Australia_2016,mango3,Mangifera indica,7,0,2016,-5.39362754635236,-3.784189633918261,Plot_230,-3.784189633918261,-1.6738026
Bryony_Willcox_Mangifera_indica_Australia_2016,mango4,Mangifera indica,7,0,2016,-5.29831736654804,-1.1239300966523995,Plot_231,-1.1239300966523995,-2.2703905
Bryony_Willcox_Mangifera_indica_Australia_2016,mango5,Mangifera indica,7,0,2016,-5.07517381523383,-1.1239300966523995,Plot_232,-1.1239300966523995,-1.8953052
Bryony_Willcox_Mangifera_indica_Australia_2016,mango6,Mangifera indica,7,0,2016,-5.88610403145016,-4.787491742782046,Plot_233,-4.787491742782046,-2.5957673
Bryony_Willcox_Mangifera_indica_Australia_2016,mango7,Mangifera indica,1,0,2016,-5.19295685089021,-4.499809670330265,Plot_234,-4.499809670330265,-2.2906823
Bryony_Willcox_Mangifera_indica_Australia_2016,mango8,Mangifera indica,7,0,2016,-5.48063892334199,-0.5461649902112995,Plot_235,-0.5461649902112995,-2.6256661
Bryony_Willcox_Mangifera_indica_Australia_2016,mango9,Mangifera indica,7,0,2016,-5.39362754635236,0.2762533766281581,Plot_236,0.2762533766281581,-3.1336815
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_1,Mangifera indica,4,0,2016,-4.9416424226093,-2.2335922215070942,Plot_256,-2.2335922215070942,-1.9325886
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_2,Mangifera indica,4,0,2016,-5.07517381523383,-1.8562979903656265,Plot_257,-1.8562979903656265,-2.5622673
Bryony_Willcox_Mangifera_indica_Australia_2017,man_1,Mangifera indica,4,0,2017,-5.07517381523383,-3.4657359027997265,Plot_263,-3.4657359027997265,-2.0473487
Bryony_Willcox_Mangifera_indica_Australia_2017,man_2,Mangifera indica,4,0,2017,-5.76832099579377,-3.283414346005772,Plot_264,-3.283414346005772,-2.8555346
Bryony_Willcox_Persea_americana_Australia_2015,avo_1,Persea americana,4,0,2015,-5.19295685089021,-4.0943445622221,Plot_238,-4.0943445622221,-2.6526213
Bryony_Willcox_Persea_americana_Australia_2015,avo_10,Persea americana,12,0,2015,-4.78749174278205,-4.787491742782046,Plot_239,-4.787491742782046,-4.073501
Bryony_Willcox_Persea_americana_Australia_2015,avo_11,Persea americana,8,0,2015,-4.0943445622221,-4.0943445622221,Plot_240,-4.0943445622221,-3.6917124
Bryony_Willcox_Persea_americana_Australia_2015,avo_12,Persea americana,8,0,2015,-4.78749174278205,-4.787491742782046,Plot_241,-4.787491742782046,-3.6570392
Bryony_Willcox_Persea_americana_Australia_2015,avo_2,Persea americana,4,0,2015,-4.78749174278205,-4.787491742782046,Plot_242,-4.787491742782046,-2.407554
Bryony_Willcox_Persea_americana_Australia_2015,avo_3,Persea americana,4,0,2015,-4.78749174278205,-3.688879454113936,Plot_243,-3.688879454113936,-2.2631822
Bryony_Willcox_Persea_americana_Australia_2015,avo_5,Persea americana,4,0,2015,-4.78749174278205,-2.0149030205422647,Plot_244,-2.0149030205422647,-2.2833996
Bryony_Willcox_Persea_americana_Australia_2015,avo_6,Persea americana,4,0,2015,-4.78749174278205,-0.6766178786087348,Plot_245,-0.6766178786087348,-0.4022161
Bryony_Willcox_Persea_americana_Australia_2015,avo_7,Persea americana,4,0,2015,-4.78749174278205,-4.787491742782046,Plot_246,-4.787491742782046,-2.7097907
Bryony_Willcox_Persea_americana_Australia_2015,avo_8,Persea americana,8,0,2015,-3.68887945411394,-3.688879454113936,Plot_247,-3.688879454113936,-3.7882497
Bryony_Willcox_Persea_americana_Australia_2015,avo_9,Persea americana,8,0,2015,-4.78749174278205,-4.0943445622221,Plot_248,-4.0943445622221,-3.6859498
Bryony_Willcox_Persea_americana_Australia_2016,avo_1,Persea americana,4,0,2016,-4.9416424226093,-2.456735772821304,Plot_249,-2.456735772821304,-2.4626331
Bryony_Willcox_Persea_americana_Australia_2016,avo_2,Persea americana,4,0,2016,-5.07517381523383,-0.564314308716977,Plot_250,-0.564314308716977,-2.1722462
Bryony_Willcox_Persea_americana_Australia_2016,avo_3,Persea americana,4,0,2016,-5.07517381523383,-3.9765615265657175,Plot_251,-3.9765615265657175,-2.7481089
Bryony_Willcox_Persea_americana_Australia_2016,avo_5,Persea americana,4,0,2016,-4.38202663467388,-2.995732273553991,Plot_252,-2.995732273553991,-2.1100044
Bryony_Willcox_Persea_americana_Australia_2016,avo_6,Persea americana,4,0,2016,-5.07517381523383,0.6646190969454072,Plot_253,0.6646190969454072,-0.54502755
Bryony_Willcox_Persea_americana_Australia_2017,avo_1,Persea americana,4,0,2017,-5.19295685089021,-3.1135153092103742,Plot_258,-3.1135153092103742,-2.2658772
Bryony_Willcox_Persea_americana_Australia_2017,avo_2,Persea americana,4,0,2017,-5.19295685089021,-1.241713132308783,Plot_259,-1.241713132308783,-2.4456837
Bryony_Willcox_Persea_americana_Australia_2017,avo_3,Persea americana,4,0,2017,-5.29831736654804,-3.688879454113936,Plot_260,-3.688879454113936,-2.8443935
Bryony_Willcox_Persea_americana_Australia_2017,avo_5,Persea americana,4,0,2017,-5.07517381523383,-0.4023449807719208,Plot_261,-0.4023449807719208,-2.1971872
Bryony_Willcox_Persea_americana_Australia_2017,avo_6,Persea americana,4,0,2017,-4.78749174278205,-0.4054651081081644,Plot_262,-0.4054651081081644,-0.6341614
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,1,3,2017,-3.40119738166216,-2.302585092994045,Plot_2875,-2.1019143975318944,-3.1992927
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2881,-4.499809670330265,-2.9673538
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2882,-4.499809670330265,-2.841304
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI2,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2889,-4.499809670330265,-3.2237775
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,1,0,2017,-4.49980967033027,-4.499809670330265,Plot_2883,-4.499809670330265,-3.2601995
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,1,0,2017,-4.49980967033027,-3.80666248977032,Plot_2884,-3.80666248977032,-3.784006
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,1,0,2017,-4.49980967033027,-2.890371757896165,Plot_2885,-2.890371757896165,-3.3143945
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI6,Vicia faba,1,0,2017,-4.49980967033027,-3.80666248977032,Plot_2886,-3.80666248977032,-4.148456
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,1,0,2017,-3.80666248977032,-2.1019143975318944,Plot_2876,-2.0149030205422647,-2.7953415
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,10,0,2017,-3.40119738166216,-3.4011973816621555,Plot_2877,-2.890371757896165,-2.4128768
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,10,0,2017,-2.89037175789616,-4.499809670330265,Plot_2878,-2.890371757896165,-3.1325862
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q2,Vicia faba,10,0,2017,-4.49980967033027,-3.80666248977032,Plot_2887,-3.80666248977032,-2.8990207
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q3,Vicia faba,10,0,2017,-4.49980967033027,-2.553899521274952,Plot_2888,-2.553899521274952,-3.5329673
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,10,0,2017,-3.80666248977032,-4.499809670330265,Plot_2879,-3.80666248977032,-4.3543806
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,10,0,2017,-3.80666248977032,-4.499809670330265,Plot_2880,-3.80666248977032,-3.795573
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2013,-1.6094379124341,-2.1484344131667874,Plot_285,-1.203972804325936,-1.624371
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2013,-1.1239300966524,-1.8971199848858813,Plot_288,-0.7711087220296571,-1.493314
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2013,-0.265703165733006,-1.203972804325936,Plot_294,0.048790164169432,-1.0236214
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2013,-0.771108722029657,-1.3375041969504586,Plot_297,-0.3389753668393314,-0.4881032
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2013,-0.333144446528538,-0.7621400520468967,Plot_300,0.1541506798272583,-0.88428307
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2013,-1.26113121816588,-1.529395204760564,Plot_303,-0.7270487322356266,-1.2110511
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2013,-0.916290731874155,-0.6603573577369544,Plot_306,-0.1053605156578262,-1.0785294
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2013,-1.08618976866955,-1.203972804325936,Plot_309,-0.4700036292457356,-0.58288324
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2013,-0.644357016390513,-0.1053605156578262,Plot_312,0.3364722366212129,-0.85298824
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2013,-1.6094379124341,-2.1484344131667874,Plot_315,-1.203972804325936,-1.2679694
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2013,-1.29098418131557,-1.0498221244986778,Plot_318,-0.4902063365632549,-0.7617575
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_15,Vaccinium corymbosum,4,3,2013,0.032789822822991,-1.2611312181658847,Plot_319,0.262364264467491,-1.5457735
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2014,-1.81707727721234,-1.9396795993046771,Plot_281,-1.203972804325936,-1.3895457
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2014,-1.57434659262283,-2.169053700369523,Plot_283,-1.157452788691043,-1.624371
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2014,-2.10842907855309,-1.445134861142824,Plot_286,-1.0498221244986778,-1.493314
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2014,-1.66073120682165,-2.120263536200091,Plot_289,-1.203972804325936,-2.0632818
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2014,-1.02165124753198,-1.9661128563728327,Plot_292,-0.7133498878774648,-1.0236214
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2014,-1.1239300966524,-0.9480394301887354,Plot_295,-0.3477859965214863,-0.4881032
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2014,-1.74296930505862,-1.4642559025896025,Plot_298,-0.916290731874155,-0.88428307
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2014,-1.74296930505862,-1.1765738301378217,Plot_301,-0.7444404749474959,-1.2110511
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2014,-1.51982575374441,-1.0147308046874075,Plot_304,-0.5533852381847867,-1.0785294
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2014,-1.56861591791385,-0.916290731874155,Plot_307,-0.5108256237659907,-0.58288324
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2014,-1.7227665977411,-1.3040562628829186,Plot_310,-0.8145080375642128,-0.85298824
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2014,-1.79175946922805,-2.389596469983676,Plot_313,-1.3862943611198906,-1.2679694
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2014,-1.93967959930468,-1.2250262135237684,Plot_316,-0.8410673106365675,-0.7617575
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2015,-2.20727491318972,-1.8325814637483104,Plot_282,-1.3470736479666092,-1.3895457
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2015,-0.980829253011726,-2.184802057337662,Plot_284,-0.7444404749474959,-1.624371
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2015,-2.30258509299405,-1.3862943611198906,Plot_287,-1.0861897686695523,-1.493314
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2015,-1.6094379124341,-2.995732273553991,Plot_290,-1.491654876777717,-2.0632818
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_05,Vaccinium corymbosum,4,3,2015,-1.38629436111989,-2.184802057337662,Plot_291,-1.0498221244986778,-0.8430714
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2015,-1.01473080468741,-1.6739764335716716,Plot_293,-0.6208265189803193,-1.0236214
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2015,-1.20397280432594,-1.1086626245216111,Plot_296,-0.4780358009429998,-0.4881032
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2015,-1.16315080980568,-1.0498221244986778,Plot_299,-0.4307829160924542,-0.88428307
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2015,-1.69644928942373,-1.651997526852896,Plot_302,-1.0033021088637848,-1.2110511
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2015,-1.10866262452161,-0.941608539858445,Plot_305,-0.342490308946776,-1.0785294
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2015,-1.71479842809193,-1.2378743560016174,Plot_308,-0.7765287894989963,-0.58288324
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2015,-0.980829253011726,-1.1239300966523995,Plot_311,-0.3930425881096072,-0.85298824
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2015,-1.6094379124341,-2.302585092994045,Plot_314,-1.2909841813155656,-1.2679694
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2015,-2.484906649788,-0.916290731874155,Plot_317,-0.7621400520468967,-0.7617575
Christof_Schuepp_Prunus_avium_Switzerland_2011,11,Prunus avium,4,2,2011,-4.49980967033027,-2.890371757896165,Plot_330,-2.890371757896165,-2.536296
Christof_Schuepp_Prunus_avium_Switzerland_2011,12,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_331,-3.80666248977032,-2.6737034
Christof_Schuepp_Prunus_avium_Switzerland_2011,16,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_335,-3.80666248977032,-2.8485255
Christof_Schuepp_Prunus_avium_Switzerland_2011,2,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_321,-3.80666248977032,-3.0778089
Christof_Schuepp_Prunus_avium_Switzerland_2011,20,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_338,-3.80666248977032,-1.6269505
