study_id,old_site_id,crop,biome_num,management,sampling_year,log_vr_large,log_vr_small,log_vr_large_alf,log_vr_small_alf,log_vr_total_alf
Bryony_Willcox_Mangifera_indica_Australia_2016,mango2,Mangifera indica,7,0,2016,-5.19295685089021,-2.10191439753189,-5.19295685089021,-3.1135153092103742,-3.1135153092103742
Bryony_Willcox_Mangifera_indica_Australia_2016,mango3,Mangifera indica,7,0,2016,-5.39362754635236,-1.1889349269614,-5.393627546352362,-3.784189633918261,-3.784189633918261
Bryony_Willcox_Mangifera_indica_Australia_2016,mango4,Mangifera indica,7,0,2016,-5.29831736654804,-0.879476758751439,-5.298317366548036,-1.1239300966523995,-1.1239300966523995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango5,Mangifera indica,7,0,2016,-5.07517381523383,-0.870481195842861,-5.075173815233827,-1.1239300966523995,-1.1239300966523995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango6,Mangifera indica,7,0,2016,-5.88610403145016,-1.52939520476056,-5.886104031450156,-4.787491742782046,-4.787491742782046
Bryony_Willcox_Mangifera_indica_Australia_2016,mango7,Mangifera indica,1,0,2016,-5.19295685089021,-3.80666248977032,-5.19295685089021,-4.499809670330265,-4.499809670330265
Bryony_Willcox_Mangifera_indica_Australia_2016,mango8,Mangifera indica,7,0,2016,-5.48063892334199,-0.524811865740731,-5.480638923341991,-0.5461649902112995,-0.5461649902112995
Bryony_Willcox_Mangifera_indica_Australia_2016,mango9,Mangifera indica,7,0,2016,-5.39362754635236,0.438254930931155,-5.393627546352362,0.27625337662815813,0.27625337662815813
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_1,Mangifera indica,4,0,2016,-4.9416424226093,-1.7635885922613601,-4.941642422609305,-2.2335922215070942,-2.2335922215070942
Bryony_Willcox_Mangifera_indica_Australia_2016_2,man_2,Mangifera indica,4,0,2016,-5.07517381523383,-1.54881329061767,-5.075173815233827,-1.8562979903656263,-1.8562979903656263
Bryony_Willcox_Mangifera_indica_Australia_2017,man_1,Mangifera indica,4,0,2017,-5.07517381523383,-2.07944154167984,-5.075173815233827,-3.4657359027997265,-3.4657359027997265
Bryony_Willcox_Mangifera_indica_Australia_2017,man_2,Mangifera indica,4,0,2017,-5.76832099579377,-2.0306513775104,-5.768320995793772,-3.283414346005772,-3.283414346005772
Bryony_Willcox_Persea_americana_Australia_2015,avo_1,Persea americana,4,0,2015,-5.19295685089021,-1.36431545440112,-5.19295685089021,-4.0943445622221,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2015,avo_10,Persea americana,12,0,2015,-4.78749174278205,-1.07391967607774,-4.787491742782046,-4.787491742782046,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_11,Persea americana,8,0,2015,-4.0943445622221,0.500775287912489,-4.0943445622221,-4.0943445622221,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2015,avo_12,Persea americana,8,0,2015,-4.78749174278205,-0.709954298876327,-4.787491742782046,-4.787491742782046,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_2,Persea americana,4,0,2015,-4.78749174278205,-2.30258509299405,-4.787491742782046,-4.787491742782046,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_3,Persea americana,4,0,2015,-4.78749174278205,-3.40119738166216,-4.787491742782046,-3.6888794541139363,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2015,avo_5,Persea americana,4,0,2015,-4.78749174278205,-1.95427839872583,-4.787491742782046,-2.0149030205422647,-2.0149030205422647
Bryony_Willcox_Persea_americana_Australia_2015,avo_6,Persea americana,4,0,2015,-4.78749174278205,-0.676617878608735,-4.787491742782046,-0.6766178786087348,-0.6766178786087348
Bryony_Willcox_Persea_americana_Australia_2015,avo_7,Persea americana,4,0,2015,-4.78749174278205,-3.17805383034795,-4.787491742782046,-4.787491742782046,-4.787491742782046
Bryony_Willcox_Persea_americana_Australia_2015,avo_8,Persea americana,8,0,2015,-3.68887945411394,-2.59026716544583,-3.6888794541139363,-3.6888794541139363,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2015,avo_9,Persea americana,8,0,2015,-4.78749174278205,-0.613104472886409,-4.787491742782046,-4.0943445622221,-4.0943445622221
Bryony_Willcox_Persea_americana_Australia_2016,avo_1,Persea americana,4,0,2016,-4.9416424226093,-2.23359222150709,-4.941642422609305,-2.456735772821304,-2.456735772821304
Bryony_Willcox_Persea_americana_Australia_2016,avo_2,Persea americana,4,0,2016,-5.07517381523383,-0.500462836730444,-5.075173815233827,-0.564314308716977,-0.564314308716977
Bryony_Willcox_Persea_americana_Australia_2016,avo_3,Persea americana,4,0,2016,-5.07517381523383,-3.68887945411394,-5.075173815233827,-3.9765615265657175,-3.9765615265657175
Bryony_Willcox_Persea_americana_Australia_2016,avo_5,Persea americana,4,0,2016,-4.38202663467388,-2.43611648561857,-4.382026634673881,-2.995732273553991,-2.995732273553991
Bryony_Willcox_Persea_americana_Australia_2016,avo_6,Persea americana,4,0,2016,-5.07517381523383,0.677398823591806,-5.075173815233827,0.6646190969454072,0.6646190969454072
Bryony_Willcox_Persea_americana_Australia_2017,avo_1,Persea americana,4,0,2017,-5.19295685089021,-2.62800749342867,-5.19295685089021,-3.1135153092103742,-3.1135153092103742
Bryony_Willcox_Persea_americana_Australia_2017,avo_2,Persea americana,4,0,2017,-5.19295685089021,-1.00330210886378,-5.19295685089021,-1.241713132308783,-1.241713132308783
Bryony_Willcox_Persea_americana_Australia_2017,avo_3,Persea americana,4,0,2017,-5.29831736654804,-2.99573227355399,-5.298317366548036,-3.6888794541139363,-3.6888794541139363
Bryony_Willcox_Persea_americana_Australia_2017,avo_5,Persea americana,4,0,2017,-5.07517381523383,-0.338975366839331,-5.075173815233827,-0.4023449807719208,-0.4023449807719208
Bryony_Willcox_Persea_americana_Australia_2017,avo_6,Persea americana,4,0,2017,-4.78749174278205,-0.31015492830384,-4.787491742782046,-0.40546510810816444,-0.40546510810816444
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ1,Vicia faba,1,3,2017,-3.40119738166216,-0.0454623740767573,-3.4011973816621555,-2.3025850929940455,-2.1019143975318944
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,BQ2,Vicia faba,1,0,2017,-4.49980967033027,0.2537805207761,-4.499809670330265,-4.499809670330265,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI1,Vicia faba,1,0,2017,-4.49980967033027,-1.66659632627405,-4.499809670330265,-4.499809670330265,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI2,Vicia faba,1,0,2017,-4.49980967033027,-0.130361817863244,-4.499809670330265,-4.499809670330265,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI3,Vicia faba,1,0,2017,-4.49980967033027,-1.55537069116382,-4.499809670330265,-4.499809670330265,-4.499809670330265
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI4,Vicia faba,1,0,2017,-4.49980967033027,0.262364264467491,-4.499809670330265,-3.8066624897703196,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI5,Vicia faba,1,0,2017,-4.49980967033027,0.218689200964829,-4.499809670330265,-2.890371757896165,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUMBI6,Vicia faba,1,0,2017,-4.49980967033027,-0.093090423066012,-4.499809670330265,-3.8066624897703196,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU1,Vicia faba,1,0,2017,-3.80666248977032,-0.510825623765991,-3.8066624897703196,-2.1019143975318944,-2.0149030205422647
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,CUSU2,Vicia faba,10,0,2017,-3.40119738166216,-0.156004248476581,-3.4011973816621555,-3.4011973816621555,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q1,Vicia faba,10,0,2017,-2.89037175789616,-2.10191439753189,-2.890371757896165,-4.499809670330265,-2.890371757896165
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q2,Vicia faba,10,0,2017,-4.49980967033027,-0.944461608840851,-4.499809670330265,-3.8066624897703196,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q3,Vicia faba,10,0,2017,-4.49980967033027,-0.836248024200619,-4.499809670330265,-2.5538995212749516,-2.5538995212749516
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q4,Vicia faba,10,0,2017,-3.80666248977032,-1.66659632627405,-3.8066624897703196,-4.499809670330265,-3.8066624897703196
Carlos_Zaragoza_Trello_Vicia_faba_Ecuador_2017,Q5,Vicia faba,10,0,2017,-3.80666248977032,-1.45528723260684,-3.8066624897703196,-4.499809670330265,-3.8066624897703196
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2013,-1.6094379124341,-2.14843441316679,-1.6094379124341003,-2.1484344131667874,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2013,-1.1239300966524,-1.89711998488588,-1.1239300966523995,-1.8971199848858813,-0.7711087220296571
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2013,-0.265703165733006,-1.20397280432594,-0.2657031657330056,-1.2039728043259361,0.04879016416943205
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2013,-0.771108722029657,-1.33750419695046,-0.7711087220296571,-1.3375041969504586,-0.33897536683933144
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2013,-0.333144446528538,-0.762140052046897,-0.33314444652853825,-0.7621400520468967,0.15415067982725836
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2013,-1.26113121816588,-1.52939520476056,-1.2611312181658847,-1.529395204760564,-0.7270487322356266
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2013,-0.916290731874155,-0.660357357736954,-0.916290731874155,-0.6603573577369544,-0.10536051565782628
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2013,-1.08618976866955,-1.20397280432594,-1.0861897686695525,-1.2039728043259361,-0.4700036292457356
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2013,-0.644357016390513,-0.105360515657826,-0.6443570163905132,-0.10536051565782628,0.3364722366212129
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2013,-1.6094379124341,-2.14843441316679,-1.6094379124341003,-2.1484344131667874,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2013,-1.29098418131557,-1.04982212449868,-1.2909841813155656,-1.0498221244986778,-0.4902063365632549
Charlie_Nicholson_Vaccinium_corymbosum_USA_2013,Nich_VTblu_Site_15,Vaccinium corymbosum,4,3,2013,0.032789822822991,-1.26113121816588,0.03278982282299097,-1.2611312181658847,0.26236426446749106
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2014,-1.81707727721234,-1.93967959930468,-1.817077277212345,-1.9396795993046774,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2014,-1.57434659262283,-2.16905370036952,-1.5743465926228302,-2.169053700369523,-1.157452788691043
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2014,-2.10842907855309,-1.44513486114282,-2.108429078553088,-1.445134861142824,-1.0498221244986778
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2014,-1.66073120682165,-2.12026353620009,-1.6607312068216509,-2.120263536200091,-1.2039728043259361
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2014,-1.02165124753198,-1.96611285637283,-1.0216512475319814,-1.9661128563728327,-0.7133498878774648
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2014,-1.1239300966524,-0.948039430188735,-1.1239300966523995,-0.9480394301887354,-0.3477859965214863
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2014,-1.74296930505862,-1.4642559025896,-1.742969305058623,-1.4642559025896025,-0.916290731874155
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2014,-1.74296930505862,-1.17657383013782,-1.742969305058623,-1.1765738301378215,-0.7444404749474959
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2014,-1.51982575374441,-1.01473080468741,-1.5198257537444133,-1.0147308046874075,-0.5533852381847867
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_11,Vaccinium corymbosum,4,0,2014,-1.56861591791385,-0.916290731874155,-1.5686159179138452,-0.916290731874155,-0.5108256237659907
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_12,Vaccinium corymbosum,4,0,2014,-1.7227665977411,-1.30405626288292,-1.7227665977411035,-1.3040562628829186,-0.8145080375642128
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_13,Vaccinium corymbosum,4,0,2014,-1.79175946922805,-2.38959646998368,-1.791759469228055,-2.3895964699836756,-1.3862943611198906
Charlie_Nicholson_Vaccinium_corymbosum_USA_2014,Nich_VTblu_Site_14,Vaccinium corymbosum,4,0,2014,-1.93967959930468,-1.22502621352377,-1.9396795993046774,-1.2250262135237684,-0.8410673106365675
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_01,Vaccinium corymbosum,4,3,2015,-2.20727491318972,-1.83258146374831,-2.2072749131897207,-1.8325814637483102,-1.3470736479666092
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_02,Vaccinium corymbosum,4,3,2015,-0.980829253011726,-2.18480205733766,-0.9808292530117262,-2.184802057337662,-0.7444404749474959
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_03,Vaccinium corymbosum,4,3,2015,-2.30258509299405,-1.38629436111989,-2.3025850929940455,-1.3862943611198906,-1.0861897686695525
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_04,Vaccinium corymbosum,4,0,2015,-1.6094379124341,-2.99573227355399,-1.6094379124341003,-2.995732273553991,-1.491654876777717
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_05,Vaccinium corymbosum,4,3,2015,-1.38629436111989,-2.18480205733766,-1.3862943611198906,-2.184802057337662,-1.0498221244986778
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_06,Vaccinium corymbosum,4,3,2015,-1.01473080468741,-1.67397643357167,-1.0147308046874075,-1.6739764335716716,-0.6208265189803193
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_07,Vaccinium corymbosum,4,3,2015,-1.20397280432594,-1.10866262452161,-1.2039728043259361,-1.1086626245216111,-0.4780358009429998
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_08,Vaccinium corymbosum,4,0,2015,-1.16315080980568,-1.04982212449868,-1.1631508098056809,-1.0498221244986778,-0.4307829160924542
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_09,Vaccinium corymbosum,4,3,2015,-1.69644928942373,-1.6519975268529,-1.6964492894237302,-1.6519975268528961,-1.0033021088637848
Charlie_Nicholson_Vaccinium_corymbosum_USA_2015,Nich_VTblu_Site_10,Vaccinium corymbosum,4,3,2015,-1.10866262452161,-0.941608539858445,-1.1086626245216111,-0.941608539858445,-0.342490308946776
